"state","fire_year","total_fires","stat_cause_descr"
"MT",2000,38,"Railroad"
"ID",1999,35,"Railroad"
"ID",1997,14,"Railroad"
"MT",1992,34,"Railroad"
"MT",1994,51,"Railroad"
"MT",2011,14,"Railroad"
"MT",2006,23,"Railroad"
"MT",2015,22,"Railroad"
"MT",2007,18,"Railroad"
"MT",2001,32,"Railroad"
"MT",2003,23,"Railroad"
"MT",2004,21,"Railroad"
"MT",2014,18,"Railroad"
"MT",2013,26,"Railroad"
"MT",1993,16,"Railroad"
"MT",2005,33,"Railroad"
"ND",2005,1,"Railroad"
"ND",2004,2,"Railroad"
"ND",2009,2,"Railroad"
"WY",2001,22,"Railroad"
"WY",2009,21,"Railroad"
"WY",2000,11,"Railroad"
"WY",2015,11,"Railroad"
"WY",2003,22,"Railroad"
"WY",2011,13,"Railroad"
"NE",2003,4,"Railroad"
"NE",2002,3,"Railroad"
"SD",2007,6,"Railroad"
"SD",2002,4,"Railroad"
"NE",1994,1,"Railroad"
"SD",2005,5,"Railroad"
"CO",1999,4,"Railroad"
"CO",2012,7,"Railroad"
"CO",1994,12,"Railroad"
"CO",1997,5,"Railroad"
"CO",1993,7,"Railroad"
"CO",2013,4,"Railroad"
"CO",2001,5,"Railroad"
"CO",1998,2,"Railroad"
"AZ",2004,6,"Railroad"
"AZ",2008,12,"Railroad"
"AZ",1998,12,"Railroad"
"AZ",2000,7,"Railroad"
"NM",1994,3,"Railroad"
"AZ",1997,5,"Railroad"
"AZ",2002,18,"Railroad"
"AZ",1996,27,"Railroad"
"AZ",2011,3,"Railroad"
"AZ",1995,40,"Railroad"
"AZ",1999,17,"Railroad"
"ID",1995,19,"Railroad"
"ID",2000,19,"Railroad"
"ID",1996,26,"Railroad"
"ID",1994,19,"Railroad"
"CA",1997,46,"Railroad"
"UT",2001,18,"Railroad"
"UT",1993,7,"Railroad"
"UT",2000,14,"Railroad"
"UT",1994,15,"Railroad"
"UT",1999,12,"Railroad"
"CA",1999,40,"Railroad"
"CA",2008,18,"Railroad"
"CA",1992,36,"Railroad"
"CA",2011,8,"Railroad"
"CA",2000,60,"Railroad"
"CA",2007,23,"Railroad"
"CA",2014,7,"Railroad"
"CA",1994,63,"Railroad"
"CA",1996,50,"Railroad"
"CA",1998,34,"Railroad"
"CA",1993,32,"Railroad"
"CA",2009,8,"Railroad"
"CA",2001,26,"Railroad"
"CA",2013,4,"Railroad"
"CA",2003,29,"Railroad"
"CA",2002,30,"Railroad"
"CA",2005,28,"Railroad"
"OR",2011,1,"Railroad"
"OR",1998,20,"Railroad"
"WA",2004,13,"Railroad"
"WA",2001,18,"Railroad"
"OR",2006,18,"Railroad"
"OR",1997,17,"Railroad"
"OR",2000,17,"Railroad"
"OR",1992,19,"Railroad"
"OR",2008,7,"Railroad"
"OR",1994,16,"Railroad"
"OR",2004,18,"Railroad"
"OR",1999,16,"Railroad"
"WA",1998,16,"Railroad"
"WA",2003,20,"Railroad"
"WA",1999,15,"Railroad"
"AL",1995,180,"Railroad"
"AL",2007,61,"Railroad"
"AL",2000,81,"Railroad"
"AL",1999,95,"Railroad"
"AL",1998,33,"Railroad"
"AL",2011,26,"Railroad"
"AL",1993,2,"Railroad"
"AL",1996,170,"Railroad"
"AL",1997,43,"Railroad"
"AL",2005,37,"Railroad"
"KY",2000,16,"Railroad"
"GA",1995,177,"Railroad"
"GA",2004,167,"Railroad"
"GA",2001,261,"Railroad"
"FL",2004,35,"Railroad"
"LA",1998,9,"Railroad"
"LA",2007,6,"Railroad"
"LA",1997,9,"Railroad"
"LA",1994,2,"Railroad"
"LA",1995,2,"Railroad"
"MS",1998,25,"Railroad"
"MS",2002,5,"Railroad"
"MS",2000,27,"Railroad"
"MS",2011,1,"Railroad"
"MS",2006,25,"Railroad"
"MS",1995,27,"Railroad"
"VA",2007,39,"Railroad"
"VA",2012,11,"Railroad"
"VA",2000,23,"Railroad"
"VA",2011,9,"Railroad"
"OK",1999,46,"Railroad"
"AR",2007,29,"Railroad"
"OK",2000,73,"Railroad"
"OK",1997,25,"Railroad"
"OK",1996,6,"Railroad"
"OK",1995,6,"Railroad"
"AR",2009,10,"Railroad"
"NC",2009,28,"Railroad"
"NC",2015,1,"Railroad"
"NC",2003,16,"Railroad"
"NC",2001,117,"Railroad"
"NC",2000,113,"Railroad"
"NC",2010,26,"Railroad"
"NC",2012,37,"Railroad"
"NC",2006,48,"Railroad"
"NC",1999,55,"Railroad"
"SC",1993,4,"Railroad"
"SC",1997,9,"Railroad"
"SC",1994,2,"Railroad"
"SC",2002,32,"Railroad"
"SC",2006,24,"Railroad"
"SC",2007,38,"Railroad"
"TX",1993,2,"Railroad"
"SC",1998,27,"Railroad"
"MN",2001,60,"Railroad"
"MI",1994,11,"Railroad"
"MI",2004,18,"Railroad"
"MO",1999,5,"Railroad"
"MI",2013,2,"Railroad"
"IL",2004,2,"Railroad"
"IL",1998,2,"Railroad"
"IL",2000,2,"Railroad"
"MN",2002,54,"Railroad"
"MN",2010,34,"Railroad"
"MN",1994,96,"Railroad"
"MN",1997,105,"Railroad"
"MN",2004,149,"Railroad"
"MN",2003,94,"Railroad"
"MN",1996,108,"Railroad"
"NH",2006,2,"Railroad"
"AK",2011,1,"Railroad"
"ND",2013,2,"Railroad"
"ND",2012,7,"Railroad"
"ND",2015,15,"Railroad"
"AK",2007,3,"Railroad"
"AL",1994,161,"Railroad"
"AL",2003,27,"Railroad"
"AL",2004,19,"Railroad"
"AL",2006,47,"Railroad"
"AL",2008,35,"Railroad"
"AL",2010,22,"Railroad"
"AL",2009,18,"Railroad"
"AR",2011,16,"Railroad"
"AR",2010,16,"Railroad"
"AR",2015,5,"Railroad"
"AZ",2006,12,"Railroad"
"AZ",1994,57,"Railroad"
"AZ",2009,1,"Railroad"
"AZ",1993,95,"Railroad"
"AZ",2005,14,"Railroad"
"AZ",2014,4,"Railroad"
"AZ",2012,2,"Railroad"
"AZ",1992,17,"Railroad"
"AZ",2001,5,"Railroad"
"AZ",2010,12,"Railroad"
"CA",2010,17,"Railroad"
"CA",2012,12,"Railroad"
"CA",1995,105,"Railroad"
"CA",2006,21,"Railroad"
"CA",2004,20,"Railroad"
"CO",1995,27,"Railroad"
"CO",1992,8,"Railroad"
"CO",2010,7,"Railroad"
"CT",1994,6,"Railroad"
"CT",1996,5,"Railroad"
"CT",2008,6,"Railroad"
"FL",2006,63,"Railroad"
"FL",2010,16,"Railroad"
"FL",2005,16,"Railroad"
"FL",2015,7,"Railroad"
"FL",2008,25,"Railroad"
"FL",2007,26,"Railroad"
"FL",2009,20,"Railroad"
"FL",2003,11,"Railroad"
"FL",2012,21,"Railroad"
"FL",2013,6,"Railroad"
"FL",2011,22,"Railroad"
"GA",2002,172,"Railroad"
"GA",1996,253,"Railroad"
"GA",2011,75,"Railroad"
"GA",1992,128,"Railroad"
"GA",2000,369,"Railroad"
"GA",1994,128,"Railroad"
"GA",1997,163,"Railroad"
"GA",2013,21,"Railroad"
"GA",1993,153,"Railroad"
"GA",2012,63,"Railroad"
"GA",1998,118,"Railroad"
"GA",2015,30,"Railroad"
"GA",2014,36,"Railroad"
"IA",2012,6,"Railroad"
"IA",2015,5,"Railroad"
"ID",1992,19,"Railroad"
"ID",1998,16,"Railroad"
"ID",2006,12,"Railroad"
"ID",2013,6,"Railroad"
"ID",2009,3,"Railroad"
"ID",2011,6,"Railroad"
"ID",2003,13,"Railroad"
"ID",2008,17,"Railroad"
"ID",2005,11,"Railroad"
"ID",2002,7,"Railroad"
"ID",2012,3,"Railroad"
"ID",1993,6,"Railroad"
"ID",2014,5,"Railroad"
"ID",2010,3,"Railroad"
"ID",2001,21,"Railroad"
"IL",2012,1,"Railroad"
"IL",2014,2,"Railroad"
"IN",1994,34,"Railroad"
"IN",2012,5,"Railroad"
"IN",1999,18,"Railroad"
"IN",2002,3,"Railroad"
"IN",1993,11,"Railroad"
"IN",1998,8,"Railroad"
"IN",1995,36,"Railroad"
"IN",1992,28,"Railroad"
"IN",2001,15,"Railroad"
"IN",1996,19,"Railroad"
"IN",2000,15,"Railroad"
"IN",1997,10,"Railroad"
"IN",2015,2,"Railroad"
"IN",2004,4,"Railroad"
"IN",2014,2,"Railroad"
"KY",1995,1,"Railroad"
"KY",2007,73,"Railroad"
"KY",2008,44,"Railroad"
"KY",2015,11,"Railroad"
"KY",2011,20,"Railroad"
"KY",2009,32,"Railroad"
"KY",2010,76,"Railroad"
"KY",2002,29,"Railroad"
"KY",2014,22,"Railroad"
"KY",2013,18,"Railroad"
"LA",2012,3,"Railroad"
"LA",2013,11,"Railroad"
"LA",2005,19,"Railroad"
"LA",2006,26,"Railroad"
"LA",2008,8,"Railroad"
"LA",2010,19,"Railroad"
"MA",2015,21,"Railroad"
"MD",2014,2,"Railroad"
"ME",2009,49,"Railroad"
"ME",2007,38,"Railroad"
"ME",2010,34,"Railroad"
"ME",2005,57,"Railroad"
"ME",2003,25,"Railroad"
"ME",1992,18,"Railroad"
"ME",1993,12,"Railroad"
"ME",2011,38,"Railroad"
"MI",2001,32,"Railroad"
"MI",2006,6,"Railroad"
"MI",2002,28,"Railroad"
"MI",2015,2,"Railroad"
"MI",2007,4,"Railroad"
"MI",2010,19,"Railroad"
"MI",1995,5,"Railroad"
"MI",2003,6,"Railroad"
"MI",1992,16,"Railroad"
"MI",1996,4,"Railroad"
"MI",2009,13,"Railroad"
"MI",1993,8,"Railroad"
"MI",2008,32,"Railroad"
"MN",2014,11,"Railroad"
"MN",2012,22,"Railroad"
"MN",2015,22,"Railroad"
"MN",2013,36,"Railroad"
"MN",2011,16,"Railroad"
"MN",1999,98,"Railroad"
"MN",1998,47,"Railroad"
"MN",1995,55,"Railroad"
"MN",1992,45,"Railroad"
"MN",2006,38,"Railroad"
"MN",2000,77,"Railroad"
"MN",1993,33,"Railroad"
"MN",2005,61,"Railroad"
"MN",2009,25,"Railroad"
"MN",2008,31,"Railroad"
"MN",2007,43,"Railroad"
"MO",1995,17,"Railroad"
"MO",1997,14,"Railroad"
"MO",1994,17,"Railroad"
"MO",1993,10,"Railroad"
"MO",2014,5,"Railroad"
"MS",2014,38,"Railroad"
"MS",2015,22,"Railroad"
"MS",1999,33,"Railroad"
"MS",1994,15,"Railroad"
"MS",1997,13,"Railroad"
"MS",1993,19,"Railroad"
"MS",1996,27,"Railroad"
"MS",1992,9,"Railroad"
"MT",1997,23,"Railroad"
"MT",1995,29,"Railroad"
"MT",2009,11,"Railroad"
"MT",2002,17,"Railroad"
"MT",2008,21,"Railroad"
"MT",2012,16,"Railroad"
"MT",2010,17,"Railroad"
"SD",1998,5,"Railroad"
"NC",2005,46,"Railroad"
"NC",2014,30,"Railroad"
"SD",2012,11,"Railroad"
"SD",2010,1,"Railroad"
"ND",2001,1,"Railroad"
"NE",2008,34,"Railroad"
"NE",2007,51,"Railroad"
"NE",2009,20,"Railroad"
"NE",2011,41,"Railroad"
"NE",2012,39,"Railroad"
"NE",2014,23,"Railroad"
"NE",2013,22,"Railroad"
"NE",2010,16,"Railroad"
"NE",2015,13,"Railroad"
"NH",1993,5,"Railroad"
"NH",2007,4,"Railroad"
"NH",2009,1,"Railroad"
"NH",1995,3,"Railroad"
"NH",1996,3,"Railroad"
"NJ",2015,5,"Railroad"
"NJ",2011,17,"Railroad"
"NJ",2014,34,"Railroad"
"NJ",2013,31,"Railroad"
"NJ",2012,25,"Railroad"
"NJ",1993,25,"Railroad"
"NJ",2006,18,"Railroad"
"NJ",2002,46,"Railroad"
"NJ",1994,56,"Railroad"
"NJ",1999,60,"Railroad"
"NJ",1992,11,"Railroad"
"NJ",1995,44,"Railroad"
"NJ",1998,28,"Railroad"
"NJ",1996,15,"Railroad"
"NJ",2001,17,"Railroad"
"NJ",2007,34,"Railroad"
"NJ",2009,11,"Railroad"
"NJ",1997,79,"Railroad"
"NJ",2005,21,"Railroad"
"NJ",2008,26,"Railroad"
"NJ",2004,34,"Railroad"
"NJ",2000,42,"Railroad"
"NJ",2010,18,"Railroad"
"NJ",2003,6,"Railroad"
"NM",2006,5,"Railroad"
"NM",2012,7,"Railroad"
"NM",2011,11,"Railroad"
"NM",1999,2,"Railroad"
"NM",2002,18,"Railroad"
"NM",2000,37,"Railroad"
"NM",2003,9,"Railroad"
"NM",2004,6,"Railroad"
"NM",2001,10,"Railroad"
"NM",2005,2,"Railroad"
"NM",1997,3,"Railroad"
"NM",2008,1,"Railroad"
"NV",2000,12,"Railroad"
"NV",1995,7,"Railroad"
"NV",2005,5,"Railroad"
"NV",1993,8,"Railroad"
"NV",2014,6,"Railroad"
"NV",1997,24,"Railroad"
"NV",1998,16,"Railroad"
"NV",2001,15,"Railroad"
"NV",2002,8,"Railroad"
"NV",2007,7,"Railroad"
"NV",2006,3,"Railroad"
"NV",2003,4,"Railroad"
"NV",2010,3,"Railroad"
"NV",1996,20,"Railroad"
"NV",1992,6,"Railroad"
"NV",2012,1,"Railroad"
"NV",2009,1,"Railroad"
"NV",1994,7,"Railroad"
"NV",2011,3,"Railroad"
"NY",1997,2,"Railroad"
"NY",2001,6,"Railroad"
"NY",2002,4,"Railroad"
"NY",1996,2,"Railroad"
"NY",2012,4,"Railroad"
"OH",1993,1,"Railroad"
"OH",2010,1,"Railroad"
"OK",2012,3,"Railroad"
"OK",2014,4,"Railroad"
"OK",2007,2,"Railroad"
"OK",2001,46,"Railroad"
"OK",1994,1,"Railroad"
"OK",2011,5,"Railroad"
"OK",2006,14,"Railroad"
"OK",2013,2,"Railroad"
"OK",2004,8,"Railroad"
"OR",2013,6,"Railroad"
"OR",2010,9,"Railroad"
"OR",2015,4,"Railroad"
"OR",2014,6,"Railroad"
"OR",1993,11,"Railroad"
"OR",2002,18,"Railroad"
"OR",2005,14,"Railroad"
"OR",1996,14,"Railroad"
"PA",1993,3,"Railroad"
"PA",2005,23,"Railroad"
"PA",2007,16,"Railroad"
"PA",2010,11,"Railroad"
"PA",2006,24,"Railroad"
"PA",2004,6,"Railroad"
"PA",2014,40,"Railroad"
"PA",2011,69,"Railroad"
"PA",2012,23,"Railroad"
"PA",2015,12,"Railroad"
"PA",1992,5,"Railroad"
"SC",2010,13,"Railroad"
"SC",2005,23,"Railroad"
"SC",2012,28,"Railroad"
"SC",2008,23,"Railroad"
"SC",2015,20,"Railroad"
"SC",2009,16,"Railroad"
"SC",2011,13,"Railroad"
"SC",2014,21,"Railroad"
"SC",2013,8,"Railroad"
"SC",2004,13,"Railroad"
"SC",2003,10,"Railroad"
"SD",2015,6,"Railroad"
"SD",2004,7,"Railroad"
"SD",2006,6,"Railroad"
"SD",2011,9,"Railroad"
"SD",2009,6,"Railroad"
"TN",2011,4,"Railroad"
"TN",2008,94,"Railroad"
"TN",2015,10,"Railroad"
"TN",2014,7,"Railroad"
"TN",2013,4,"Railroad"
"TN",2006,9,"Railroad"
"TX",2010,89,"Railroad"
"TX",2011,160,"Railroad"
"TX",1998,32,"Railroad"
"TX",2005,51,"Railroad"
"TX",1999,20,"Railroad"
"TX",2006,222,"Railroad"
"TX",1994,18,"Railroad"
"TX",2003,14,"Railroad"
"TX",2001,11,"Railroad"
"TX",2000,28,"Railroad"
"TX",2007,38,"Railroad"
"TX",2008,90,"Railroad"
"TX",1992,9,"Railroad"
"TX",2009,105,"Railroad"
"TX",2004,8,"Railroad"
"TX",2015,29,"Railroad"
"TX",2012,62,"Railroad"
"TX",2013,61,"Railroad"
"TX",2002,11,"Railroad"
"UT",2007,4,"Railroad"
"UT",2011,9,"Railroad"
"UT",2009,10,"Railroad"
"UT",1998,11,"Railroad"
"UT",1996,4,"Railroad"
"UT",2004,5,"Railroad"
"UT",2002,3,"Railroad"
"VA",2010,12,"Railroad"
"VA",1995,37,"Railroad"
"VA",2004,6,"Railroad"
"VA",2006,33,"Railroad"
"VA",2009,11,"Railroad"
"VA",2008,29,"Railroad"
"VA",2005,12,"Railroad"
"VA",2003,27,"Railroad"
"VA",2013,7,"Railroad"
"VT",2015,2,"Railroad"
"WA",2011,6,"Railroad"
"WA",2013,9,"Railroad"
"WA",2009,5,"Railroad"
"WA",2015,4,"Railroad"
"WA",1994,11,"Railroad"
"WA",1995,23,"Railroad"
"WA",2000,11,"Railroad"
"WA",1997,12,"Railroad"
"WA",1996,15,"Railroad"
"WA",2005,14,"Railroad"
"WA",2002,12,"Railroad"
"WA",1993,5,"Railroad"
"WA",1992,14,"Railroad"
"WA",2006,16,"Railroad"
"WA",2010,4,"Railroad"
"WA",2007,8,"Railroad"
"WI",2009,23,"Railroad"
"WI",2014,11,"Railroad"
"WI",2013,35,"Railroad"
"WI",2012,64,"Railroad"
"WI",2011,26,"Railroad"
"WI",2015,46,"Railroad"
"WI",1992,12,"Railroad"
"WI",1995,30,"Railroad"
"WI",2007,107,"Railroad"
"WI",1996,27,"Railroad"
"WI",2008,31,"Railroad"
"WI",1994,19,"Railroad"
"WI",1993,9,"Railroad"
"WV",1999,25,"Railroad"
"WV",1993,20,"Railroad"
"WV",1995,15,"Railroad"
"WV",1992,9,"Railroad"
"WV",2002,8,"Railroad"
"WV",2000,10,"Railroad"
"WV",2013,16,"Railroad"
"WV",2001,18,"Railroad"
"WV",1994,5,"Railroad"
"WV",1996,30,"Railroad"
"WV",2014,15,"Railroad"
"WV",1998,14,"Railroad"
"WV",2015,11,"Railroad"
"WV",2006,14,"Railroad"
"WV",2008,17,"Railroad"
"WY",1997,3,"Railroad"
"WY",1995,10,"Railroad"
"WY",2012,48,"Railroad"
"WY",1996,16,"Railroad"
"WY",1999,9,"Railroad"
"WY",2004,23,"Railroad"
"WY",1994,9,"Railroad"
"WY",2008,20,"Railroad"
"WY",2002,19,"Railroad"
"WY",2010,35,"Railroad"
"WY",2014,18,"Railroad"
"WY",2013,10,"Railroad"
"AL",2002,24,"Railroad"
"AL",2001,28,"Railroad"
"AR",2008,10,"Railroad"
"AR",2006,28,"Railroad"
"AR",2003,53,"Railroad"
"AR",1998,23,"Railroad"
"AR",2004,19,"Railroad"
"AR",2005,39,"Railroad"
"AR",2001,31,"Railroad"
"AR",1997,14,"Railroad"
"AR",1999,20,"Railroad"
"AR",2002,23,"Railroad"
"AR",2000,17,"Railroad"
"FL",2002,1093,"Railroad"
"FL",1996,1913,"Railroad"
"FL",2001,1274,"Railroad"
"FL",1998,1117,"Railroad"
"FL",1997,1266,"Railroad"
"FL",2000,1804,"Railroad"
"FL",1992,1450,"Railroad"
"FL",1994,1058,"Railroad"
"FL",1999,1499,"Railroad"
"FL",1995,1160,"Railroad"
"FL",1993,1267,"Railroad"
"KY",2012,26,"Railroad"
"KY",1999,17,"Railroad"
"KY",1998,8,"Railroad"
"KY",1997,4,"Railroad"
"KY",2001,11,"Railroad"
"LA",2014,9,"Railroad"
"LA",1999,21,"Railroad"
"LA",2002,18,"Railroad"
"LA",2000,13,"Railroad"
"ME",2014,55,"Railroad"
"ME",2015,7,"Railroad"
"ME",2013,17,"Railroad"
"ME",2012,10,"Railroad"
"NC",2013,13,"Railroad"
"NM",2014,2,"Railroad"
"NY",2009,2,"Railroad"
"NY",2014,2,"Railroad"
"OK",2002,44,"Railroad"
"OK",1998,17,"Railroad"
"PA",2003,12,"Railroad"
"PA",2002,15,"Railroad"
"PA",2013,25,"Railroad"
"PA",2009,29,"Railroad"
"PA",2008,18,"Railroad"
"SC",2001,56,"Railroad"
"SC",2000,67,"Railroad"
"SC",1999,47,"Railroad"
"SD",2000,22,"Railroad"
"SD",2001,3,"Railroad"
"TN",2001,22,"Railroad"
"TN",1997,13,"Railroad"
"TN",1999,36,"Railroad"
"TN",2000,32,"Railroad"
"TX",2014,62,"Railroad"
"UT",2010,4,"Railroad"
"UT",2012,10,"Railroad"
"UT",2014,10,"Railroad"
"VA",2015,6,"Railroad"
"VA",1999,26,"Railroad"
"VA",1997,31,"Railroad"
"VA",2002,24,"Railroad"
"VA",2001,41,"Railroad"
"VA",1998,26,"Railroad"
"WY",2007,24,"Railroad"
"WY",2005,24,"Railroad"
"WY",2006,39,"Railroad"
"GA",2003,77,"Railroad"
"GA",2006,113,"Railroad"
"GA",2005,77,"Railroad"
"GA",2008,65,"Railroad"
"GA",2007,122,"Railroad"
"GA",1999,142,"Railroad"
"GA",2010,87,"Railroad"
"NC",1997,85,"Railroad"
"NC",2002,62,"Railroad"
"NC",1992,56,"Railroad"
"NC",1998,61,"Railroad"
"NC",1994,61,"Railroad"
"NC",1996,80,"Railroad"
"NC",1995,48,"Railroad"
"NC",1993,56,"Railroad"
"NC",2004,36,"Railroad"
"WI",2003,58,"Railroad"
"WI",2010,51,"Railroad"
"WI",2005,93,"Railroad"
"WI",2004,41,"Railroad"
"OR",1995,20,"Railroad"
"OR",2007,12,"Railroad"
"OR",2001,26,"Railroad"
"OR",2003,16,"Railroad"
"GA",2009,53,"Railroad"
"MD",2005,12,"Railroad"
"MD",2007,5,"Railroad"
"MD",2006,3,"Railroad"
"MD",2008,3,"Railroad"
"MS",2004,15,"Railroad"
"MS",2005,5,"Railroad"
"MS",2007,15,"Railroad"
"MS",2001,11,"Railroad"
"SD",1996,4,"Railroad"
"WI",2006,41,"Railroad"
"MS",2003,13,"Railroad"
"WI",1997,112,"Railroad"
"WI",1999,51,"Railroad"
"WI",2001,24,"Railroad"
"WI",2000,62,"Railroad"
"WI",1998,65,"Railroad"
"WI",2002,33,"Railroad"
"CO",2013,42,"Fireworks"
"TN",2012,27,"Fireworks"
"TN",2010,13,"Fireworks"
"TN",2007,29,"Fireworks"
"TN",2009,11,"Fireworks"
"MT",2014,61,"Fireworks"
"CA",2014,19,"Fireworks"
"WA",2014,81,"Fireworks"
"MI",2014,3,"Fireworks"
"ND",2012,81,"Fireworks"
"AK",2004,5,"Fireworks"
"AK",2005,4,"Fireworks"
"AK",2000,12,"Fireworks"
"AK",1993,28,"Fireworks"
"AK",1995,5,"Fireworks"
"AK",2002,7,"Fireworks"
"AK",2003,6,"Fireworks"
"AK",1997,13,"Fireworks"
"AK",1992,22,"Fireworks"
"AK",2006,4,"Fireworks"
"AK",1994,22,"Fireworks"
"AK",2001,2,"Fireworks"
"AK",1996,9,"Fireworks"
"AK",1999,6,"Fireworks"
"AK",1998,5,"Fireworks"
"AL",2014,8,"Fireworks"
"AL",2015,4,"Fireworks"
"AL",2012,11,"Fireworks"
"AL",2011,8,"Fireworks"
"AL",2010,13,"Fireworks"
"AL",2009,8,"Fireworks"
"AR",2013,1,"Fireworks"
"AZ",2009,6,"Fireworks"
"AZ",2005,20,"Fireworks"
"AZ",2000,8,"Fireworks"
"AZ",2006,12,"Fireworks"
"AZ",2001,16,"Fireworks"
"CA",2009,9,"Fireworks"
"CA",2013,3,"Fireworks"
"CA",2000,4,"Fireworks"
"AZ",1999,13,"Fireworks"
"AZ",2004,2,"Fireworks"
"AZ",2008,4,"Fireworks"
"AZ",2014,4,"Fireworks"
"AZ",2011,8,"Fireworks"
"AZ",2012,10,"Fireworks"
"AZ",1998,29,"Fireworks"
"NM",2003,11,"Fireworks"
"NM",1998,14,"Fireworks"
"NM",2005,15,"Fireworks"
"AZ",1997,13,"Fireworks"
"NM",2009,14,"Fireworks"
"AZ",2003,11,"Fireworks"
"AZ",1994,20,"Fireworks"
"AZ",1992,9,"Fireworks"
"AZ",1996,2,"Fireworks"
"AZ",1995,10,"Fireworks"
"CA",2004,6,"Fireworks"
"CA",1993,15,"Fireworks"
"CA",1994,23,"Fireworks"
"CA",1996,27,"Fireworks"
"CA",1998,9,"Fireworks"
"CA",2001,3,"Fireworks"
"CA",2007,3,"Fireworks"
"CA",2005,11,"Fireworks"
"CA",1992,13,"Fireworks"
"CA",2003,9,"Fireworks"
"CA",2012,6,"Fireworks"
"CA",1999,8,"Fireworks"
"CA",2011,7,"Fireworks"
"CA",2015,10,"Fireworks"
"CO",2010,42,"Fireworks"
"CO",1993,3,"Fireworks"
"CO",2012,2,"Fireworks"
"CO",1992,2,"Fireworks"
"CO",1995,16,"Fireworks"
"CO",2007,5,"Fireworks"
"CO",2008,3,"Fireworks"
"CO",2005,69,"Fireworks"
"CO",1998,19,"Fireworks"
"CO",1999,13,"Fireworks"
"FL",2012,17,"Fireworks"
"FL",2013,9,"Fireworks"
"FL",2011,30,"Fireworks"
"FL",2014,18,"Fireworks"
"FL",2010,19,"Fireworks"
"MS",1993,1,"Fireworks"
"MS",1997,2,"Fireworks"
"FL",2005,1,"Fireworks"
"TN",1999,1,"Fireworks"
"HI",1998,1,"Fireworks"
"ID",1999,26,"Fireworks"
"ID",1996,21,"Fireworks"
"ID",1997,21,"Fireworks"
"ID",1993,3,"Fireworks"
"ID",1992,7,"Fireworks"
"ID",2001,26,"Fireworks"
"ID",2008,31,"Fireworks"
"ID",2006,19,"Fireworks"
"ID",1994,8,"Fireworks"
"ID",2004,14,"Fireworks"
"ID",2007,36,"Fireworks"
"ID",2005,20,"Fireworks"
"ID",2014,17,"Fireworks"
"ID",2003,32,"Fireworks"
"ID",2015,9,"Fireworks"
"ID",1998,13,"Fireworks"
"ID",2009,6,"Fireworks"
"ID",2013,11,"Fireworks"
"ID",2000,15,"Fireworks"
"ID",1995,9,"Fireworks"
"ID",2012,17,"Fireworks"
"ID",2002,8,"Fireworks"
"IN",1996,9,"Fireworks"
"IN",2009,2,"Fireworks"
"IN",2012,1,"Fireworks"
"IN",1992,5,"Fireworks"
"IN",1993,3,"Fireworks"
"IN",2001,4,"Fireworks"
"IN",1998,2,"Fireworks"
"KS",2007,1,"Fireworks"
"KS",2015,80,"Fireworks"
"LA",2012,8,"Fireworks"
"LA",2013,7,"Fireworks"
"LA",2010,59,"Fireworks"
"MI",2012,7,"Fireworks"
"MI",2002,12,"Fireworks"
"MI",2001,26,"Fireworks"
"MI",2011,3,"Fireworks"
"MN",2012,15,"Fireworks"
"MN",2015,13,"Fireworks"
"MN",2013,13,"Fireworks"
"MN",2011,6,"Fireworks"
"MN",2009,13,"Fireworks"
"MN",2004,5,"Fireworks"
"MN",2002,2,"Fireworks"
"MN",2008,6,"Fireworks"
"MN",1997,1,"Fireworks"
"MN",2007,5,"Fireworks"
"MT",2015,134,"Fireworks"
"MT",1999,35,"Fireworks"
"MT",1994,65,"Fireworks"
"MT",2006,227,"Fireworks"
"MT",2007,124,"Fireworks"
"MT",1992,43,"Fireworks"
"MT",2003,126,"Fireworks"
"MT",2013,45,"Fireworks"
"MT",2010,30,"Fireworks"
"MT",2012,93,"Fireworks"
"MT",2011,46,"Fireworks"
"MT",2000,60,"Fireworks"
"MT",2002,69,"Fireworks"
"MT",2005,53,"Fireworks"
"MT",1996,57,"Fireworks"
"MT",1995,9,"Fireworks"
"MT",2009,90,"Fireworks"
"MT",2008,66,"Fireworks"
"MT",1998,25,"Fireworks"
"MT",2004,51,"Fireworks"
"MT",2001,63,"Fireworks"
"MT",1993,26,"Fireworks"
"MT",1997,20,"Fireworks"
"NC",2000,1,"Fireworks"
"NC",2008,1,"Fireworks"
"NC",2007,3,"Fireworks"
"NC",2001,1,"Fireworks"
"NC",1995,4,"Fireworks"
"NC",2003,3,"Fireworks"
"NC",2006,2,"Fireworks"
"NC",2010,51,"Fireworks"
"NC",2014,34,"Fireworks"
"NC",2009,57,"Fireworks"
"NC",2012,29,"Fireworks"
"NC",2015,24,"Fireworks"
"ND",2010,39,"Fireworks"
"ND",2008,57,"Fireworks"
"ND",2006,124,"Fireworks"
"ND",2014,21,"Fireworks"
"ND",2007,15,"Fireworks"
"ND",1996,25,"Fireworks"
"ND",2009,33,"Fireworks"
"ND",2011,15,"Fireworks"
"ND",2015,28,"Fireworks"
"SD",2010,75,"Fireworks"
"SD",2003,69,"Fireworks"
"ND",1992,8,"Fireworks"
"ND",1997,21,"Fireworks"
"ND",1993,16,"Fireworks"
"ND",1994,18,"Fireworks"
"ND",2000,11,"Fireworks"
